T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
29.2,38.1,20.5,1008.1,55,6.3,3,5.4,53.125
23.4,30,17.2,1011.7,57,6.3,2.8,7.6,54.708333333333336
23.7,28.7,17.6,1011,65,5.8,3.1,5.4,52.625
26.4,34.6,16.8,1010.1,54,6.3,3.7,9.4,51.375
31.8,39.4,22.6,1006.5,37,6.9,2.2,7.6,94.33333333333333
31.2,39.9,23.2,1008.2,48,6.8,3.1,11.1,92.91666666666667
30.8,39.9,23.1,1007.6,47,6.6,3.7,9.4,80.20833333333333
28.3,37.1,15.3,1007.2,29,6.9,4.6,11.1,71.66666666666667
30.1,39,17.7,1007.7,33,7.4,5.6,9.4,31.833333333333332
32.6,40,25.2,1008.4,32,6.9,5.9,9.4,47.666666666666664
28.9,37.4,18.4,1008.1,38,6.9,3.9,9.4,48.125
30.3,40,18.3,1007.1,36,6.9,3.7,11.1,56.25
31,39.6,21.8,1006.8,36,7.4,3,9.4,103.41666666666667
31.4,40,22,1006.3,46,6.9,4.6,11.1,76.875
32.2,40.5,25.2,1005.2,43,6.9,3.9,5.4,86.375
32.7,37.5,24.5,1004.8,40,7.6,3,5.4,77.70833333333333
27.7,36.6,21,1007.1,65,6.9,8.1,37,48.5
27.1,32.9,23,1007.9,67,6.9,2.2,7.6,55.083333333333336
27.6,36.1,23.6,1007.7,71,6.3,1.9,3.5,67.45833333333333
29.4,36.2,24.1,1005.8,54,6.3,8.5,9.4,18.875
29.4,36.9,23.3,1007,60,6.9,7.8,9.4,61.5
28.2,36.4,23.6,1007.6,66,7.4,11.5,24.1,68.91666666666667
29.2,35.4,24,1007.5,59,6.9,8,11.1,77.375
29.1,35.6,23.9,1007.7,61,6.9,11.9,20.6,63.916666666666664
29.2,36.2,22.8,1007.1,60,6.9,8,16.5,63.666666666666664
30.5,38.6,22.8,1004.4,51,6.3,5,7.6,63.625
28.7,35.1,23.4,1005.1,57,6.9,7.2,9.4,25.458333333333332
28.7,35.7,22.3,1005.8,51,6.9,8.7,18.3,20.75
29.2,37,21.4,1005,54,6.9,5.7,14.8,40.5
26.2,34,22.3,1004.6,78,6.9,2.4,5.4,64.83333333333333
27.6,36.2,20.8,1004.6,68,6.9,3.9,7.6,63.0
28.2,34.1,22.7,1005.7,65,6.9,4.3,5.4,73.83333333333333
25.3,30,23.2,1004.8,77,6.9,6.9,11.1,31.875
25.2,29.9,22.1,1004.7,76,6.9,10.2,24.1,54.958333333333336
25.5,30.4,22.7,1004.9,73,6.3,7.8,14.8,77.75
24.9,27.6,22.1,1001.5,78,6.3,9.4,20.6,75.33333333333333
25.4,28.2,22.2,1000.8,80,6.9,7.6,14.8,32.583333333333336
23.7,27,22.5,999.6,93,5.5,3.7,7.6,28.375
26.2,29.3,24.4,1002.6,73,6.6,9.1,11.1,28.541666666666668
26.6,30.2,23.9,1003.1,72,6.9,14.4,22.2,51.041666666666664
26.6,30.6,23.7,1004.6,71,6.9,10.9,20.6,40.0
25.9,30.4,21.9,1008.5,74,6.9,6.3,14.8,37.583333333333336
26.7,31.5,22.4,1009,71,7.4,6.9,11.1,37.625
26.3,31.2,22.2,1009.3,71,6.9,7.4,11.1,34.375
26.2,29.9,23.8,1004.7,72,7.7,9.3,18.3,42.291666666666664
25.1,29.9,23.4,1006.5,84,6.3,6.3,11.1,45.666666666666664
26.1,30.8,22.8,1006.3,78,6.9,14.6,20.6,40.625
26.9,32.2,22.5,1006,72,6.9,5.7,9.4,26.875
26.8,32.1,22.4,1005.1,72,6.9,7.2,11.1,30.708333333333332
25.7,30.9,23.2,1003.7,73,6.9,6.9,11.1,10.208333333333334
24.7,28.7,22.3,1003.8,83,6.9,9.6,14.8,43.041666666666664
24.6,28.8,22.6,1003.2,84,6.3,5.4,11.1,19.416666666666668
23.6,24.5,22.2,1003.9,92,4,4.1,11.1,8.416666666666666
24.2,27.6,22,1005.7,83,6.9,7.2,11.1,0.0
24.7,27.6,22.1,1006,78,6.9,7,9.4,0.0
25.4,29.9,21.7,1007.5,78,7.4,5.7,9.4,15.375
25.6,30,22.2,1008.6,76,6.9,7,16.5,19.833333333333332
25.1,31,21.9,1008.8,79,6,7.4,14.8,25.791666666666668
25.3,30,22.5,1007.7,75,6.9,8.1,11.1,22.708333333333332
24.6,28.9,22.2,1005.3,84,7.4,5.7,7.6,31.333333333333332
24.3,27.8,22.2,1005.8,83,6.3,4.4,7.6,47.416666666666664
24.1,29.4,20.9,1004.3,84,6.9,4.1,9.4,33.791666666666664
24.1,27.1,21.8,1006.2,82,6.9,5.7,9.4,39.041666666666664
24.9,29.6,21.9,1006.1,80,6.9,5,9.4,41.708333333333336
25.3,29.8,21.5,1007.5,78,6.9,5,11.1,28.75
26.5,31.3,20.6,1008.8,73,6.9,4.6,9.4,12.25
25.9,31.4,20.2,1008.9,74,6.9,4.3,7.6,14.5
25.6,29.2,21.6,1009,75,6.9,7.4,11.1,23.916666666666668
23.5,27.9,21.1,1008.6,86,5.5,4.8,7.6,27.375
25.1,30,21.7,1006.6,78,6.9,5.9,11.1,29.208333333333332
24.3,28,21.6,1006.6,82,6.9,4.1,7.6,36.5
25,30.3,20.6,1008.4,76,6.3,4.4,7.6,27.833333333333332
25.2,30.5,21.6,1007.7,72,6.9,3.3,7.6,44.125
24.6,30.8,19.7,1007.2,73,6.9,3.3,9.4,62.25
25.2,30.8,18,1008.2,70,7.4,2.8,5.4,60.125
26.1,31.8,21.1,1009.4,68,6.9,5.9,14.8,34.666666666666664
25.4,30.7,21.3,1009.2,76,6.9,1.3,3.5,39.208333333333336
24.1,30.2,21.8,1009.4,88,6.3,0.4,3.5,38.708333333333336
25,30,21.8,1009.1,84,6.3,2,5.4,69.95833333333333
25.1,30,22.2,1007.7,83,6.3,2.2,5.4,94.375
24.8,30,22,1006.4,86,6.3,3,7.6,85.75
24.9,29,22.1,1004.6,79,6.9,6.7,14.8,51.666666666666664
24.2,27.9,21.7,1005,80,6.9,4.4,11.1,39.416666666666664
24.9,29.9,20.9,1005.7,78,6.3,3.3,5.4,23.958333333333332
24.7,31,19.5,1008.4,76,6.3,2.2,5.4,43.5
25.1,32,18.6,1008.5,66,7.4,2,5.4,50.416666666666664
25.2,32.9,18.1,1008.7,66,6.9,1.3,3.5,55.708333333333336
27.8,34,24,1009.6,69,5.8,3,9.4,57.125
24.6,32.1,21.6,1011.8,84,6.3,1.5,5.4,69.375
24.7,30.5,20.9,1011.4,85,8,2.2,7.6,65.375
25.3,32.7,17.2,1009,66,6.3,1.3,5.4,112.29166666666667
26,32.5,18,1008.3,66,5.5,1.1,5.4,97.70833333333333
26.8,33,20.9,1007.6,71,6.3,1.9,7.6,80.70833333333333
26.9,33.7,21.1,1011.3,74,4.8,1.1,5.4,81.625
26.5,33.4,20.8,1011.8,69,6.3,0.7,3.5,65.375
27,34.4,19.2,1011.6,63,6.6,1.9,5.4,84.375
25.9,33.9,18.2,1011.2,67,6.9,0.2,1.9,153.375
27.8,33.4,22.9,1010.5,65,5.5,0.7,1.9,0.0
26.7,32.6,22.3,1011.9,70,5.8,0.2,1.9,49.333333333333336
25.6,32.7,20.5,1012,68,5.5,0.7,3.5,107.33333333333333
24.2,32,17.6,1010.6,68,6.3,1.5,5.4,273.625
23.7,31.4,17.4,1011.5,70,6.9,0.2,1.9,256.9583333333333
22.6,33.1,16.6,1012.9,68,5.8,0.6,3.5,185.08333333333334
24.8,33,16,1012.1,64,6.3,0.9,3.5,249.5
25.2,33.1,17.7,1011.6,58,6.3,1.3,5.4,365.75
24.4,32.7,17,1012.2,60,5.5,1.5,5.4,241.875
24.3,31.8,16.1,1011.9,55,4.8,1.1,5.4,176.875
24.2,32.9,14.1,1013.5,54,7.4,0.7,3.5,353.0416666666667
23.6,32,15,1011.1,56,6.3,1.7,7.6,257.4166666666667
22.4,32,14.3,1010.8,57,6.3,0.9,5.4,204.75
21.1,30.6,12.9,1013.2,45,5.5,2.2,11.1,207.83333333333334
24.5,30.1,12.9,1011.3,54,6.3,3,5.4,268.1666666666667
25.8,29.4,20.1,1010.7,66,6.9,2.2,3.5,278.3333333333333
24.5,30.2,20.3,1012.1,77,6.3,0.9,3.5,157.5
24.3,30.9,18.4,1012,73,5.5,0.7,3.5,156.375
24.4,31,18.9,1010.2,74,5.5,0.4,3.5,200.5
23.9,30.2,17.5,1012.6,75,6.9,0.9,3.5,212.125
24,31.7,17.8,1012.6,71,6.3,0.9,3.5,190.5
23.2,31.1,17.2,1013.2,73,6.9,0.7,3.5,236.41666666666666
21.3,30.2,12.5,1014.1,65,7.4,0.7,3.5,286.375
20.3,30.2,12.9,1014.3,66,5.5,0.7,3.5,288.0833333333333
19.7,29.5,12,1014.5,68,5.8,1.1,3.5,302.4583333333333
23.6,33.8,15.6,1011.1,58,9.8,1.5,5.4,163.0
24.6,33,16.4,1011.5,58,6.9,0.7,3.5,161.375
24.2,32.9,18.1,1010.8,67,6.3,0.4,3.5,157.375
22,31.1,14,1014.8,69,6.3,0.2,1.9,245.91666666666666
22.6,31.6,15.6,1014.2,69,9.2,0.7,3.5,264.5833333333333
21.9,30.8,15,1014.2,65,6.9,2.2,9.4,253.29166666666666
14.8,25.8,0.7,1018.2,70,6.9,1.5,7.6,181.20833333333334
16.8,26.9,6.6,1018.5,50,5.8,1.1,3.5,210.875
20.2,28,6.8,1018.5,40,7.6,2.2,5.4,255.33333333333334
