T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
30.6,39.5,18.8,1006.6,29,6.9,3.1,7.6,102.41666666666667
29.3,35.9,20.3,1007.4,48,8,3.9,5.4,158.29166666666666
29.3,38.5,23.3,1008.4,52,7.4,3.9,5.4,149.58333333333334
30,37.2,23.5,1007.6,51,7.4,3.1,7.6,107.29166666666667
31.7,38.4,25.2,1005.4,49,6.9,4.8,7.6,106.5
33.3,38.9,25.2,1006,41,6.9,4.8,7.6,128.125
32,40.2,23.8,1005.9,43,6.9,3,9.4,108.0
30.4,37.2,25.3,1001.2,57,6.9,10.7,16.5,98.41666666666667
29.7,35.2,25.9,1002.9,58,6.9,17.4,43.2,94.375
29.5,34.5,25.1,1005.1,55,6.9,12.2,18.3,118.5
29.9,35.5,25.1,1005.8,58,6.9,9.4,14.8,110.41666666666667
29.7,35,25.3,1006.3,56,6.9,7.4,11.1,95.83333333333333
29.7,35,24.4,1007.5,59,6.9,8,14.8,93.5
30.2,36.2,24,1006.3,52,6.9,5.7,7.6,38.666666666666664
29.1,34.7,24.9,1007.4,62,6.6,6.9,9.4,45.375
30.4,36.5,24.6,1005.9,57,6.9,7.8,11.1,65.16666666666667
30.7,37.6,24.7,1005,54,6.3,7.4,11.1,67.08333333333333
28.7,33.7,22.7,1005.3,65,6.3,5.7,9.4,77.66666666666667
28.8,33.7,24.6,1004.6,66,6.9,7.2,11.1,70.25
29.5,35.2,25.3,1004.2,61,6.9,8.5,14.8,75.125
28.5,32.6,24.8,1006.5,65,6.9,13.1,18.3,77.0
28.8,33.2,25,1005.6,61,6.9,10.9,16.5,32.958333333333336
28.3,32.5,24.4,1004.5,60,6.9,10.6,16.5,40.833333333333336
26.2,28.2,24,1003.7,71,7.4,7.2,9.4,90.70833333333333
25.8,28.5,21.6,1002.2,82,7.4,4.1,5.4,97.29166666666667
26.2,31.6,23.1,1002.9,77,6.6,3.9,9.4,79.83333333333333
23.8,25.6,22.2,1006,85,6.3,4.6,11.1,40.375
24.2,26.1,21.7,1005.1,85,6.6,4.1,7.6,49.416666666666664
25.7,29.5,21.7,1003,76,6.3,6.9,9.4,43.666666666666664
25.2,28,22.6,1002.6,84,6.3,5.7,9.4,0.0
24.8,27.7,22.7,1002.5,90,6.9,4.3,11.1,29.666666666666668
23.7,24.6,22.4,1003.8,95,5.5,2.2,5.4,47.75
24.1,24.7,22.4,1005.1,86,5.5,7.4,11.1,43.666666666666664
23.9,25,22.1,1004.1,87,6.3,7.2,14.8,29.833333333333332
23.7,25,21.8,1003.2,86,6.3,6.5,7.6,29.666666666666668
24.3,27.2,21.9,1004.3,86,6.9,4.4,7.6,37.625
24.6,27.7,22,1004.7,83,6.3,3.7,9.4,41.458333333333336
24,25.5,22,1005.9,86,6.3,3.9,7.6,53.125
23.8,26,21.8,1008.5,85,6.3,7.6,14.8,36.0
23.5,26,21.8,1007.3,89,6.3,5.9,9.4,70.58333333333333
24.3,27,21.3,1005.8,81,6.9,6.3,9.4,52.458333333333336
25.9,30.5,22.3,1004.6,74,6.9,5.7,7.6,38.25
24.8,28.2,22.4,1005.5,78,6.3,6.7,14.8,26.583333333333332
23.7,26.2,22.4,1006.8,83,4.8,5.2,9.4,57.583333333333336
23.3,25,21.9,1006.8,90,6.3,7,11.1,41.375
23,24.6,21.3,1005.1,91,6.3,6.5,9.4,25.541666666666668
23.4,25.2,21.2,1002.2,88,6.3,7,9.4,28.375
23,24.5,21.4,1002.7,94,5.5,3.9,7.6,40.333333333333336
23.5,25.2,22.2,1005.3,90,4.8,3.9,7.6,35.375
23.8,25,21.9,1006.4,85,7.4,4.4,7.6,31.916666666666668
24.6,27.5,21.7,1005.7,81,6.9,7.2,13,36.791666666666664
24.6,28,22.3,1006.8,82,6.9,5.4,9.4,26.833333333333332
24.3,27,21.9,1006.4,83,6.9,7.2,9.4,21.125
24.3,27.6,22,1006,80,6.6,12.2,18.3,18.0
24.9,28.6,21.5,1005.3,74,6.9,7.4,11.1,43.583333333333336
25.3,28.7,21.5,1004.8,73,7.4,8,77.8,46.041666666666664
25.1,28.6,21.8,1005.4,76,6.9,5.2,9.4,28.75
24.1,26.5,22,1007,82,6.9,3.7,9.4,64.91666666666667
24.4,27,21.1,1006.5,85,6.9,5.7,7.6,30.666666666666668
23.9,25.6,21.5,1006.4,84,6.9,3.9,7.6,31.75
24.9,28.2,22.1,1006,79,7.4,5.7,14.8,33.166666666666664
24.2,27.6,21.9,1007,82,6.9,4.1,5.4,30.625
23.9,28.3,21.4,1007.2,82,6.9,3,7.6,30.333333333333332
24.2,36.5,20.7,1007.9,78,6.3,5.7,7.6,31.75
25.3,28.7,19.8,1009.4,71,6.9,6.3,9.4,0.0
23.8,27.5,19.5,1010.1,75,6.9,5.7,9.4,0.0
24.6,29.5,20.3,1010.3,74,6.9,4.1,9.4,0.0
24.9,28.7,20.7,1008.2,74,6.3,4.1,7.6,83.45833333333333
24.6,27.6,22.3,1007.7,81,6,2.8,3.5,71.66666666666667
23.3,24,21.9,1006.7,91,4.8,3.1,7.6,65.625
23.6,26.6,21.4,1008,85,6.9,7,9.4,62.375
22.6,24,21.4,1008.2,89,6.6,4.8,7.6,24.875
23.7,26,20.6,1008,90,5.5,3,3.5,37.333333333333336
25.2,28,22.6,1006,81,6.9,4.1,9.4,41.5
24.8,28.6,21.5,1007.8,81,6.9,4.6,7.6,38.791666666666664
24.7,29.6,20.8,1008.7,82,7.7,4.3,7.6,48.916666666666664
22.4,25,20.9,1007.5,91,4,3.1,5.4,26.666666666666668
22.5,24.5,20,1008.7,90,5.5,2.8,5.4,29.0
23.7,25,20.9,1007.8,88,6.6,2,5.4,34.25
24.9,29.7,19.4,1008.6,79,6.9,3.3,7.6,60.541666666666664
24.9,30.2,19.9,1008.9,78,7.2,3.1,7.6,41.583333333333336
25.3,31,19.6,1008.4,80,6.9,2,7.6,50.916666666666664
25.3,29.7,19.6,1009.6,78,6.3,0.7,3.5,82.83333333333333
25.9,30.2,20.6,1009.9,71,6.9,0.4,3.5,95.25
26.2,31,21.9,1010.4,71,6.9,0.4,3.5,115.83333333333333
23.6,30.7,16.1,1008.8,64,6.3,0.4,3.5,160.66666666666666
23.9,31,16.2,1009.6,63,6.3,0.9,5.4,173.58333333333334
23.6,30.5,16.9,1010.5,63,6.3,1.1,3.5,261.6666666666667
22.9,29.6,16.5,1011.2,66,6.3,0.4,1.9,272.4166666666667
22.7,30.6,15.5,1012.9,58,6.3,0.7,1.9,226.29166666666666
23.9,30,16.7,1013.9,70,4.8,1.1,5.4,99.70833333333333
22.8,30.1,15.6,1013.6,57,6.3,1.3,3.5,217.375
21.2,29.7,13,1013.5,55,6.3,0.9,5.4,309.375
20.9,30,12.2,1014.1,51,6.3,0.2,1.9,278.0
20.2,29.2,10.8,1014.7,55,5.5,1.1,5.4,192.33333333333334
20.2,29.1,10.6,1015,55,5.5,0.9,3.5,235.33333333333334
22.2,30.2,13.2,1013.8,62,4,0.2,1.9,221.54166666666666
23.7,30.6,15.4,1012.8,70,5.5,0.7,3.5,210.54166666666666
24.2,30.6,17.9,1013.4,72,5.5,0.4,3.5,251.20833333333334
18.9,29.5,9.9,1013.3,58,6.3,0.4,1.9,194.70833333333334
19.4,29.6,9.6,1013.2,52,6.3,0.4,3.5,250.875
20.6,29.6,9.7,1013,52,6.6,1.1,5.4,274.875
19.4,30,9.8,1014.1,51,6.3,1.1,5.4,160.0
20.3,31.2,9.3,1013.9,53,6.3,0.9,3.5,217.91666666666666
21.4,33,10.2,1013.5,52,6.3,0.4,1.9,184.20833333333334
20.1,30.2,10.6,1014.2,60,5.5,0.2,1.9,176.375
20.9,30.5,12.1,1014,53,6.3,0.7,3.5,185.95833333333334
22,29.7,12,1014.6,64,6.9,2,5.4,195.375
19,26.2,10.8,1014.8,59,6.9,1.3,3.5,365.2916666666667
19.2,29.5,9.7,1014.5,56,5.5,0.9,3.5,312.2083333333333
19.9,28.6,9.3,1013.3,49,6.6,0.7,3.5,237.625
20.2,29.6,10.2,1011.6,50,6.3,1.5,5.4,202.875
21.7,26.6,15.4,1012.9,74,4.8,1.9,5.4,260.1666666666667
23.7,27.5,18.9,1013.3,71,6.3,1.7,7.6,403.9583333333333
20.4,29.5,12,1015.1,58,6.9,1.3,3.5,284.1666666666667
19.2,28,11.3,1015.2,60,6.3,1.1,3.5,288.4166666666667
19.6,29.2,9.9,1016,56,5.5,0.2,1.9,256.8333333333333
20.8,32,10.9,1012.6,53,5.5,0.2,1.9,169.0
20,29.5,10.9,1014.3,55,6.3,0.9,3.5,186.04166666666666
18.5,29.3,10.3,1014.6,54,6.3,1.5,3.5,185.58333333333334
